person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,faixa_etaria
40000,RENT,1.0,PERSONAL,B,3000,10.74,0,0.07,N,3,20-29
33098,MORTGAGE,,DEBTCONSOLIDATION,D,9000,16.29,1,0.27,Y,3,20-29
40000,RENT,0.0,VENTURE,A,3000,,0,0.07,N,3,20-29
33168,MORTGAGE,6.0,PERSONAL,B,6425,9.63,0,0.19,N,3,20-29
40000,RENT,2.0,MEDICAL,B,3000,10.25,0,0.07,N,2,20-29
40000,RENT,1.0,MEDICAL,C,3000,14.22,0,0.07,N,4,20-29
37000,RENT,2.0,DEBTCONSOLIDATION,E,3000,20.3,1,0.08,N,2,20-29
43000,RENT,1.0,EDUCATION,A,3000,8.49,0,0.07,N,4,20-29
37000,RENT,6.0,DEBTCONSOLIDATION,B,3000,11.11,1,0.08,N,2,20-29
37000,RENT,7.0,EDUCATION,B,3000,10.75,1,0.08,N,4,20-29
43200,RENT,3.0,PERSONAL,C,3000,13.8,0,0.07,Y,3,20-29
43200,RENT,4.0,EDUCATION,C,3000,13.72,0,0.07,Y,3,20-29
43500,RENT,0.0,EDUCATION,A,3000,5.42,0,0.07,N,3,20-29
43500,RENT,1.0,PERSONAL,A,3000,8.0,0,0.07,N,2,20-29
33280,MORTGAGE,5.0,VENTURE,C,11200,13.92,1,0.34,N,4,20-29
43949,RENT,7.0,MEDICAL,B,3000,11.49,0,0.07,N,3,20-29
44000,RENT,2.0,MEDICAL,B,3000,9.25,0,0.07,N,3,20-29
33300,OWN,2.0,VENTURE,C,9000,13.57,0,0.27,Y,4,20-29
33316,MORTGAGE,4.0,VENTURE,A,5000,6.54,0,0.15,N,2,20-29
33321,OWN,4.0,VENTURE,C,12250,13.11,0,0.37,Y,4,20-29
33360,MORTGAGE,6.0,DEBTCONSOLIDATION,B,6000,10.59,0,0.18,N,3,20-29
33360,MORTGAGE,7.0,HOMEIMPROVEMENT,A,2500,7.14,0,0.07,N,3,20-29
45000,RENT,4.0,MEDICAL,A,3000,7.9,0,0.07,N,4,20-29
33390,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,,0,0.3,N,4,20-29
45000,RENT,8.0,MEDICAL,A,3000,7.49,0,0.07,N,4,20-29
45000,RENT,1.0,DEBTCONSOLIDATION,B,3000,9.99,0,0.07,N,4,20-29
45000,RENT,3.0,PERSONAL,B,3000,11.99,0,0.07,N,4,20-29
39000,RENT,11.0,EDUCATION,C,3000,,1,0.08,Y,2,20-29
39000,RENT,0.0,MEDICAL,D,3000,14.61,1,0.08,Y,4,20-29
45000,RENT,2.0,EDUCATION,A,3000,,0,0.07,N,3,20-29
45000,RENT,4.0,VENTURE,A,3000,9.32,0,0.07,N,2,20-29
39327,RENT,5.0,MEDICAL,D,3000,13.67,1,0.08,N,2,20-29
33600,MORTGAGE,3.0,MEDICAL,A,4200,,0,0.13,N,3,20-29
39996,RENT,2.0,EDUCATION,C,3000,,1,0.08,Y,3,20-29
33600,MORTGAGE,9.0,MEDICAL,A,7125,7.51,0,0.21,N,3,20-29
33600,OWN,1.0,MEDICAL,D,5000,18.25,0,0.15,N,2,20-29
33600,MORTGAGE,3.0,PERSONAL,A,2500,8.9,0,0.07,N,2,20-29
40000,RENT,,EDUCATION,D,3000,17.27,1,0.07,N,2,20-29
46250,RENT,2.0,MEDICAL,A,3000,,0,0.06,N,3,20-29
33600,MORTGAGE,8.0,PERSONAL,A,8000,6.99,0,0.24,N,2,20-29
47000,RENT,3.0,EDUCATION,A,3000,6.62,0,0.06,N,2,20-29
47208,RENT,2.0,PERSONAL,C,3000,13.92,0,0.06,Y,2,20-29
33600,OWN,9.0,VENTURE,A,9750,,0,0.29,N,3,20-29
47500,RENT,8.0,VENTURE,A,3000,6.76,0,0.06,N,2,20-29
33600,MORTGAGE,,DEBTCONSOLIDATION,C,4000,14.79,0,0.12,N,2,20-29
42000,RENT,9.0,DEBTCONSOLIDATION,E,3000,,1,0.07,Y,3,20-29
33600,MORTGAGE,,VENTURE,A,12000,5.42,0,0.36,N,2,20-29
48000,RENT,2.0,DEBTCONSOLIDATION,A,3000,,0,0.06,N,4,20-29
48000,RENT,0.0,PERSONAL,C,3000,14.79,0,0.06,N,2,20-29
48000,RENT,0.0,EDUCATION,C,3000,13.47,0,0.06,Y,4,20-29
48000,RENT,2.0,EDUCATION,B,3000,9.76,0,0.06,N,4,20-29
48000,RENT,4.0,MEDICAL,B,3000,10.14,0,0.06,N,3,20-29
33600,MORTGAGE,1.0,VENTURE,B,12000,9.99,0,0.36,N,3,20-29
49800,RENT,1.0,PERSONAL,A,3000,7.88,0,0.06,N,3,20-29
50000,RENT,5.0,HOMEIMPROVEMENT,A,3000,6.03,0,0.06,N,3,20-29
44000,RENT,0.0,HOMEIMPROVEMENT,A,3000,7.49,1,0.07,N,4,20-29
50000,RENT,1.0,DEBTCONSOLIDATION,A,3000,8.49,0,0.06,N,2,20-29
44000,RENT,4.0,DEBTCONSOLIDATION,A,3000,7.66,1,0.07,N,4,20-29
50000,RENT,0.0,EDUCATION,A,3000,6.91,0,0.06,N,2,20-29
33600,MORTGAGE,7.0,EDUCATION,A,10750,7.88,0,0.32,N,2,20-29
44000,RENT,4.0,PERSONAL,B,3000,9.62,1,0.07,N,4,20-29
33600,MORTGAGE,6.0,VENTURE,A,5000,7.14,0,0.15,N,3,20-29
50000,RENT,6.0,EDUCATION,C,3000,,0,0.06,Y,2,20-29
50000,RENT,8.0,PERSONAL,B,3000,9.88,0,0.06,N,4,20-29
50000,RENT,6.0,PERSONAL,B,3000,10.99,0,0.06,N,3,20-29
51000,RENT,1.0,DEBTCONSOLIDATION,A,3000,8.9,0,0.06,N,2,20-29
51600,RENT,8.0,HOMEIMPROVEMENT,B,3000,10.65,0,0.06,N,3,20-29
51600,RENT,1.0,HOMEIMPROVEMENT,C,3000,12.68,0,0.06,Y,4,20-29
51684,RENT,8.0,PERSONAL,B,3000,10.59,0,0.06,N,2,20-29
45996,RENT,0.0,MEDICAL,D,3000,15.62,1,0.07,Y,2,20-29
51996,RENT,1.0,DEBTCONSOLIDATION,B,3000,10.37,0,0.06,N,2,20-29
33640,MORTGAGE,4.0,VENTURE,B,12000,10.65,0,0.36,N,3,20-29
52000,RENT,0.0,EDUCATION,A,3000,5.99,0,0.06,N,2,20-29
52000,RENT,1.0,DEBTCONSOLIDATION,C,3000,12.99,0,0.06,Y,4,20-29
33685,MORTGAGE,6.0,EDUCATION,C,5000,13.85,0,0.15,N,3,20-29
48600,RENT,0.0,MEDICAL,A,12000,,0,0.25,N,4,20-29
48609,RENT,6.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.25,N,3,20-29
33800,MORTGAGE,9.0,VENTURE,A,14400,7.88,0,0.43,N,3,20-29
48645,RENT,1.0,VENTURE,B,12000,10.25,0,0.25,N,4,20-29
33800,MORTGAGE,2.0,EDUCATION,D,10000,15.31,0,0.3,N,4,20-29
33800,OWN,4.0,EDUCATION,D,13000,15.31,0,0.38,Y,4,20-29
48672,RENT,6.0,EDUCATION,A,12000,7.42,0,0.25,N,3,20-29
49200,RENT,,DEBTCONSOLIDATION,C,12000,15.23,0,0.24,Y,3,20-29
33990,MORTGAGE,2.0,DEBTCONSOLIDATION,C,1000,10.59,1,0.03,N,2,20-29
49600,RENT,9.0,EDUCATION,A,12000,7.14,0,0.24,N,4,20-29
33996,MORTGAGE,8.0,VENTURE,D,4000,14.91,0,0.12,Y,2,20-29
50000,RENT,3.0,PERSONAL,D,12000,16.77,0,0.24,N,3,20-29
50000,RENT,1.0,VENTURE,B,12000,,0,0.24,N,4,20-29
33996,OWN,,MEDICAL,B,5100,11.12,0,0.15,N,4,20-29
33996,MORTGAGE,2.0,HOMEIMPROVEMENT,A,2500,7.88,1,0.07,N,3,20-29
33996,OWN,0.0,VENTURE,D,10000,14.96,0,0.29,Y,3,20-29
50000,RENT,0.0,PERSONAL,B,12000,11.71,0,0.24,N,3,20-29
50000,RENT,0.0,EDUCATION,B,12000,10.59,0,0.24,N,3,20-29
50000,RENT,3.0,EDUCATION,E,12000,17.14,0,0.24,N,4,20-29
44000,RENT,3.0,DEBTCONSOLIDATION,C,12000,12.23,1,0.27,N,3,20-29
50000,RENT,1.0,DEBTCONSOLIDATION,A,12000,6.54,0,0.24,N,3,20-29
44000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.86,1,0.27,N,2,20-29
50000,RENT,1.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.24,N,4,20-29
50000,RENT,2.0,EDUCATION,A,12000,7.88,0,0.24,N,4,20-29
44000,RENT,2.0,MEDICAL,D,12000,,1,0.27,N,4,20-29
50000,RENT,5.0,PERSONAL,A,12000,7.88,0,0.24,N,2,20-29
50000,RENT,1.0,EDUCATION,C,12000,12.87,0,0.24,Y,2,20-29
50004,RENT,6.0,PERSONAL,B,12000,10.0,0,0.24,N,2,20-29
44004,RENT,3.0,MEDICAL,D,12000,15.31,1,0.27,Y,3,20-29
44004,RENT,0.0,VENTURE,E,12000,16.0,1,0.27,N,2,20-29
50361,RENT,6.0,EDUCATION,C,12000,12.73,0,0.24,N,4,20-29
34000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,6.03,0,0.35,N,4,20-29
50400,RENT,7.0,DEBTCONSOLIDATION,B,12000,,0,0.24,N,3,20-29
50500,RENT,1.0,VENTURE,B,12000,11.58,0,0.24,N,4,20-29
34000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,12.42,0,0.29,N,3,20-29
34000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,2500,6.03,0,0.07,N,2,20-29
34000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,6.99,0,0.29,N,4,20-29
51000,RENT,3.0,EDUCATION,C,12000,12.99,0,0.24,N,3,20-29
45449,RENT,6.0,MEDICAL,B,12000,,1,0.26,N,4,20-29
51996,RENT,8.0,MEDICAL,B,12000,12.21,0,0.23,N,4,20-29
52000,RENT,7.0,PERSONAL,A,12000,7.51,0,0.23,N,3,20-29
34000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,2000,7.66,1,0.06,N,4,20-29
52000,RENT,6.0,EDUCATION,B,12000,11.99,0,0.23,N,3,20-29
34000,OWN,7.0,VENTURE,A,10950,7.29,0,0.32,N,2,20-29
34000,MORTGAGE,5.0,PERSONAL,A,5000,5.79,0,0.15,N,4,20-29
52000,RENT,1.0,EDUCATION,C,12000,13.61,0,0.23,Y,3,20-29
34000,MORTGAGE,8.0,PERSONAL,A,6000,6.92,0,0.18,N,4,20-29
52000,RENT,3.0,PERSONAL,C,12000,13.57,0,0.23,Y,2,20-29
34000,MORTGAGE,5.0,EDUCATION,A,6000,6.76,0,0.18,N,2,20-29
46800,RENT,5.0,HOMEIMPROVEMENT,C,12000,13.11,1,0.26,Y,4,20-29
34000,MORTGAGE,5.0,PERSONAL,A,7200,6.76,1,0.21,N,2,20-29
34000,MORTGAGE,1.0,PERSONAL,C,5100,14.35,0,0.15,N,4,20-29
47000,RENT,7.0,DEBTCONSOLIDATION,D,12000,16.29,1,0.26,Y,3,20-29
53000,RENT,6.0,VENTURE,B,12000,11.11,0,0.23,N,3,20-29
53000,RENT,4.0,PERSONAL,D,12000,14.59,0,0.23,Y,3,20-29
34000,MORTGAGE,5.0,MEDICAL,B,11500,10.99,0,0.34,N,2,20-29
53000,RENT,7.0,MEDICAL,C,12000,12.53,0,0.23,Y,4,20-29
54000,RENT,7.0,PERSONAL,C,12000,,0,0.22,Y,3,20-29
54000,RENT,2.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.22,N,2,20-29
34000,MORTGAGE,2.0,MEDICAL,D,6000,15.7,1,0.18,Y,3,20-29
54000,RENT,6.0,DEBTCONSOLIDATION,A,12000,8.49,0,0.22,N,4,20-29
54000,RENT,6.0,EDUCATION,A,12000,8.49,0,0.22,N,4,20-29
54000,RENT,8.0,VENTURE,B,12000,11.36,0,0.22,N,2,20-29
48400,RENT,6.0,VENTURE,C,12000,14.65,1,0.25,Y,3,20-29
34000,MORTGAGE,0.0,MEDICAL,C,10000,12.87,0,0.29,Y,4,20-29
54996,RENT,3.0,HOMEIMPROVEMENT,B,12000,10.37,0,0.22,N,2,20-29
34000,MORTGAGE,0.0,MEDICAL,B,10000,12.18,0,0.29,N,4,20-29
54996,RENT,2.0,PERSONAL,A,12000,7.88,0,0.22,N,4,20-29
34000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,19000,11.48,0,0.56,N,4,20-29
54996,RENT,6.0,VENTURE,A,12000,8.32,0,0.22,N,4,20-29
55000,RENT,10.0,PERSONAL,B,12000,12.42,0,0.22,N,3,20-29
34000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,6000,14.11,0,0.18,N,4,20-29
34000,MORTGAGE,1.0,EDUCATION,B,10000,11.26,0,0.29,N,3,20-29
55000,RENT,9.0,EDUCATION,B,12000,10.65,0,0.22,N,3,20-29
34000,MORTGAGE,6.0,EDUCATION,A,5000,9.63,0,0.15,N,3,20-29
55000,RENT,5.0,VENTURE,B,12000,10.62,0,0.22,N,2,20-29
34000,MORTGAGE,1.0,EDUCATION,C,7000,11.28,0,0.21,N,2,20-29
49000,RENT,1.0,DEBTCONSOLIDATION,D,12000,13.49,1,0.24,N,2,20-29
34000,OWN,8.0,VENTURE,C,10000,,0,0.29,Y,3,20-29
55008,RENT,6.0,EDUCATION,C,12000,13.79,0,0.22,N,2,20-29
55032,RENT,8.0,EDUCATION,A,12000,9.63,0,0.22,N,2,20-29
34056,OWN,6.0,PERSONAL,B,1500,10.65,0,0.04,N,3,20-29
55555,RENT,7.0,EDUCATION,E,12000,,0,0.22,N,4,20-29
56000,RENT,1.0,EDUCATION,A,12000,6.91,0,0.21,N,2,20-29
34174,MORTGAGE,8.0,PERSONAL,C,9000,13.47,0,0.26,N,4,20-29
34200,MORTGAGE,,MEDICAL,A,5500,7.49,0,0.16,N,4,20-29
56000,RENT,5.0,VENTURE,B,12000,10.75,0,0.21,N,4,20-29
56000,RENT,8.0,VENTURE,B,12000,11.49,0,0.21,N,2,20-29
56000,RENT,2.0,PERSONAL,B,12000,10.75,0,0.21,N,3,20-29
56000,RENT,4.0,HOMEIMPROVEMENT,A,12000,8.94,0,0.21,N,3,20-29
56000,RENT,0.0,VENTURE,C,12000,14.26,0,0.21,Y,2,20-29
50100,RENT,1.0,PERSONAL,D,12000,14.74,1,0.24,Y,2,20-29
56755,RENT,5.0,EDUCATION,B,12000,10.99,0,0.21,N,2,20-29
57000,RENT,0.0,EDUCATION,C,12000,,0,0.21,N,4,20-29
57000,RENT,0.0,MEDICAL,B,12000,10.99,0,0.21,N,4,20-29
34348,MORTGAGE,7.0,EDUCATION,A,5000,7.9,0,0.15,N,3,20-29
51000,RENT,3.0,DEBTCONSOLIDATION,E,12000,17.99,1,0.24,Y,4,20-29
57000,RENT,5.0,DEBTCONSOLIDATION,A,12000,7.29,0,0.21,N,4,20-29
51000,RENT,3.0,PERSONAL,A,12000,7.88,1,0.24,N,3,20-29
57000,RENT,6.0,EDUCATION,C,12000,13.11,0,0.21,N,2,20-29
57000,RENT,4.0,DEBTCONSOLIDATION,A,12000,8.94,0,0.21,N,2,20-29
57720,RENT,8.0,DEBTCONSOLIDATION,C,12000,12.87,0,0.21,Y,3,20-29
51780,RENT,8.0,MEDICAL,C,12000,13.47,1,0.23,N,3,20-29
51840,RENT,1.0,DEBTCONSOLIDATION,D,12000,15.95,1,0.23,Y,3,20-29
34500,MORTGAGE,3.0,EDUCATION,A,6400,7.51,0,0.19,N,2,20-29
58000,RENT,5.0,DEBTCONSOLIDATION,B,12000,9.91,0,0.21,N,3,20-29
58000,RENT,6.0,VENTURE,B,12000,11.49,0,0.21,N,4,20-29
58000,RENT,6.0,EDUCATION,C,12000,13.11,0,0.21,N,2,20-29
52260,RENT,6.0,MEDICAL,B,12000,9.99,1,0.23,N,4,20-29
34515,MORTGAGE,11.0,DEBTCONSOLIDATION,A,5400,7.68,0,0.16,N,4,20-29
59000,RENT,6.0,PERSONAL,B,12000,10.37,0,0.2,N,3,20-29
34560,MORTGAGE,1.0,MEDICAL,B,10000,10.59,0,0.29,N,2,20-29
52000,RENT,8.0,DEBTCONSOLIDATION,B,3000,11.49,0,0.06,N,4,20-29
52000,RENT,3.0,MEDICAL,A,3000,,0,0.06,N,2,20-29
52800,RENT,6.0,MEDICAL,B,3000,10.99,0,0.06,N,4,20-29
34600,MORTGAGE,5.0,EDUCATION,B,6800,12.69,0,0.2,N,4,20-29
34600,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4000,5.42,0,0.12,N,2,20-29
53000,RENT,6.0,MEDICAL,C,3000,13.99,0,0.06,Y,2,20-29
53000,RENT,3.0,EDUCATION,D,3000,,0,0.06,N,4,20-29
34662,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3000,10.75,1,0.09,N,4,20-29
54000,RENT,2.0,MEDICAL,A,3000,,0,0.06,N,4,20-29
34800,MORTGAGE,3.0,DEBTCONSOLIDATION,C,1500,13.49,0,0.04,Y,3,20-29
54000,RENT,1.0,VENTURE,A,3000,9.32,0,0.06,N,3,20-29
34800,MORTGAGE,4.0,MEDICAL,B,5975,11.49,0,0.17,N,4,20-29
34800,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5125,6.99,1,0.15,N,2,20-29
34800,MORTGAGE,,DEBTCONSOLIDATION,A,9450,5.99,0,0.27,N,4,20-29
55000,RENT,2.0,EDUCATION,A,3000,6.99,0,0.05,N,2,20-29
55000,RENT,6.0,PERSONAL,C,3000,12.68,0,0.05,Y,4,20-29
49000,RENT,2.0,VENTURE,C,3000,12.68,1,0.06,Y,3,20-29
49000,RENT,7.0,DEBTCONSOLIDATION,C,3000,12.23,1,0.06,Y,2,20-29
55000,RENT,1.0,DEBTCONSOLIDATION,C,3000,,0,0.05,N,2,20-29
55000,RENT,2.0,VENTURE,B,3000,9.88,0,0.05,N,2,20-29
55000,RENT,0.0,MEDICAL,A,3000,6.39,0,0.05,N,4,20-29
55500,RENT,6.0,MEDICAL,B,3000,10.59,0,0.05,N,3,20-29
34900,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4000,9.99,0,0.11,N,2,20-29
56000,RENT,2.0,PERSONAL,B,3000,12.69,0,0.05,N,3,20-29
50000,RENT,3.0,MEDICAL,C,3000,,1,0.06,N,2,20-29
34977,MORTGAGE,5.0,PERSONAL,D,13000,16.0,0,0.37,N,2,20-29
34980,MORTGAGE,1.0,VENTURE,B,6000,11.48,0,0.17,N,2,20-29
50160,RENT,0.0,DEBTCONSOLIDATION,D,3000,14.42,1,0.06,N,2,20-29
34992,MORTGAGE,4.0,EDUCATION,F,22550,15.96,0,0.64,Y,3,20-29
57000,RENT,3.0,PERSONAL,A,3000,5.42,0,0.05,N,3,20-29
35000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8000,11.71,0,0.23,N,2,20-29
57000,RENT,1.0,MEDICAL,A,3000,7.88,0,0.05,N,3,20-29
35000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,12000,12.42,0,0.34,N,2,20-29
58000,RENT,6.0,EDUCATION,B,3000,11.83,0,0.05,N,2,20-29
58500,RENT,2.0,DEBTCONSOLIDATION,B,3000,9.88,0,0.05,N,2,20-29
59000,RENT,5.0,DEBTCONSOLIDATION,A,3000,7.14,0,0.05,N,2,20-29
59300,RENT,1.0,MEDICAL,A,3000,9.63,0,0.05,N,3,20-29
35000,OWN,5.0,VENTURE,B,10000,,0,0.29,N,4,20-29
35000,OWN,7.0,MEDICAL,B,5000,11.71,0,0.14,N,4,20-29
60000,RENT,5.0,EDUCATION,D,3000,17.58,0,0.05,Y,2,20-29
60000,RENT,5.0,VENTURE,C,3000,15.62,0,0.05,N,2,20-29
35000,OWN,3.0,HOMEIMPROVEMENT,A,4800,6.03,0,0.14,N,2,20-29
35000,MORTGAGE,3.0,MEDICAL,C,15000,14.27,0,0.43,N,2,20-29
60000,RENT,3.0,DEBTCONSOLIDATION,B,3000,10.0,0,0.05,N,3,20-29
60000,RENT,1.0,DEBTCONSOLIDATION,A,3000,7.51,0,0.05,N,2,20-29
60000,RENT,1.0,MEDICAL,B,3000,10.25,0,0.05,N,4,20-29
35000,MORTGAGE,5.0,PERSONAL,B,6900,12.42,0,0.2,N,3,20-29
35000,OWN,2.0,VENTURE,B,14000,,0,0.4,N,3,20-29
60000,RENT,2.0,PERSONAL,B,3000,11.89,0,0.05,N,4,20-29
60996,RENT,6.0,HOMEIMPROVEMENT,C,3000,12.22,0,0.05,Y,4,20-29
35000,MORTGAGE,6.0,MEDICAL,B,8575,10.65,0,0.24,N,4,20-29
35000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9500,6.03,0,0.27,N,3,20-29
55160,RENT,0.0,EDUCATION,A,3000,8.9,1,0.05,N,3,20-29
61200,RENT,7.0,PERSONAL,B,3000,12.42,0,0.05,N,2,20-29
35000,OWN,3.0,EDUCATION,C,5000,14.27,0,0.14,Y,3,20-29
35000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,7000,,0,0.2,N,2,20-29
62000,RENT,7.0,EDUCATION,B,3000,9.99,0,0.05,N,2,20-29
56500,RENT,7.0,DEBTCONSOLIDATION,D,3000,14.84,1,0.05,Y,3,20-29
57000,RENT,6.0,HOMEIMPROVEMENT,D,3000,14.59,1,0.05,N,2,20-29
35000,OWN,1.0,HOMEIMPROVEMENT,D,7000,16.29,0,0.2,Y,4,20-29
35000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7500,7.9,0,0.21,N,3,20-29
64000,RENT,2.0,MEDICAL,A,3000,,0,0.05,N,4,20-29
58170,RENT,1.0,EDUCATION,A,3000,9.07,1,0.05,N,2,20-29
58800,RENT,7.0,PERSONAL,B,3000,10.36,1,0.05,N,4,20-29
58992,RENT,0.0,MEDICAL,C,3000,12.84,1,0.05,Y,3,20-29
65000,RENT,1.0,HOMEIMPROVEMENT,A,3000,8.49,0,0.05,N,4,20-29
35000,OWN,1.0,MEDICAL,A,10000,7.9,0,0.29,N,4,20-29
65000,RENT,0.0,EDUCATION,A,3000,6.99,0,0.05,N,4,20-29
35000,OWN,1.0,EDUCATION,B,8000,12.69,0,0.23,N,4,20-29
65000,RENT,1.0,VENTURE,A,3000,5.79,0,0.05,N,2,20-29
65004,RENT,4.0,EDUCATION,D,3000,14.84,0,0.05,N,3,20-29
35000,MORTGAGE,10.0,PERSONAL,B,8000,12.69,0,0.23,N,3,20-29
65004,RENT,0.0,VENTURE,C,3000,13.61,0,0.05,Y,3,20-29
66000,RENT,3.0,EDUCATION,A,3000,5.99,0,0.05,N,2,20-29
60000,RENT,3.0,MEDICAL,C,3000,13.47,1,0.05,Y,3,20-29
67000,RENT,7.0,MEDICAL,B,3000,10.99,0,0.04,N,2,20-29
35000,MORTGAGE,0.0,VENTURE,B,12000,12.42,0,0.34,N,3,20-29
35000,OWN,5.0,VENTURE,B,8000,9.91,0,0.23,N,3,20-29
35000,MORTGAGE,5.0,MEDICAL,A,5000,7.9,0,0.14,N,3,20-29
67500,RENT,0.0,EDUCATION,B,3000,8.88,0,0.04,N,2,20-29
67500,RENT,1.0,HOMEIMPROVEMENT,A,3000,9.32,0,0.04,N,4,20-29
68000,RENT,3.0,PERSONAL,C,3000,11.78,0,0.04,N,2,20-29
54400,RENT,2.0,MEDICAL,E,3000,19.42,1,0.05,N,2,20-29
70000,RENT,1.0,VENTURE,C,3000,14.27,0,0.04,Y,2,20-29
70000,RENT,2.0,PERSONAL,A,3000,7.29,0,0.04,N,4,20-29
64000,RENT,7.0,DEBTCONSOLIDATION,D,3000,15.21,1,0.05,N,4,20-29
35000,MORTGAGE,7.0,EDUCATION,A,15000,7.49,0,0.43,N,4,20-29
35000,MORTGAGE,2.0,EDUCATION,A,6000,7.49,0,0.17,N,4,20-29
71000,RENT,5.0,MEDICAL,C,3000,14.65,0,0.04,N,4,20-29
71000,RENT,9.0,MEDICAL,B,3000,,0,0.04,N,4,20-29
35000,MORTGAGE,3.0,PERSONAL,B,7200,10.59,0,0.21,N,3,20-29
72000,RENT,8.0,MEDICAL,B,3000,11.99,0,0.04,N,2,20-29
35000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,,0,0.43,N,4,20-29
72000,RENT,7.0,PERSONAL,A,3000,7.43,0,0.04,N,2,20-29
72054,RENT,9.0,HOMEIMPROVEMENT,A,3000,7.29,0,0.04,N,2,20-29
73000,RENT,2.0,VENTURE,B,3000,12.18,0,0.04,N,3,20-29
35000,MORTGAGE,,VENTURE,F,5000,21.36,0,0.14,Y,2,20-29
74250,RENT,3.0,DEBTCONSOLIDATION,B,3000,11.99,0,0.04,N,4,20-29
35000,MORTGAGE,7.0,EDUCATION,A,2100,5.42,0,0.06,N,3,20-29
29000,MORTGAGE,1.0,MEDICAL,D,6000,15.62,1,0.21,N,3,20-29
35000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,4800,10.99,0,0.14,N,3,20-29
75000,RENT,4.0,EDUCATION,A,3000,8.9,0,0.04,N,2,20-29
35000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4800,5.42,0,0.14,N,3,20-29
75000,RENT,2.0,PERSONAL,A,3000,,0,0.04,N,2,20-29
75000,RENT,4.0,HOMEIMPROVEMENT,C,3000,,0,0.04,N,4,20-29
35000,MORTGAGE,4.0,VENTURE,A,3825,7.49,0,0.11,N,4,20-29
77200,RENT,1.0,EDUCATION,B,3000,9.63,0,0.04,N,2,20-29
77500,RENT,3.0,HOMEIMPROVEMENT,A,3000,6.54,0,0.04,N,4,20-29
35000,OWN,2.0,MEDICAL,A,6400,,0,0.18,N,2,20-29
78000,RENT,5.0,VENTURE,D,3000,16.89,0,0.04,N,3,20-29
78000,RENT,7.0,PERSONAL,A,3000,6.99,0,0.04,N,4,20-29
78000,RENT,4.0,VENTURE,E,3000,16.32,0,0.04,N,2,20-29
83000,RENT,4.0,EDUCATION,A,3000,9.63,0,0.04,N,3,20-29
84000,RENT,9.0,DEBTCONSOLIDATION,A,3000,5.79,0,0.04,N,3,20-29
67147,RENT,9.0,MEDICAL,D,3000,16.02,1,0.04,Y,4,20-29
35000,MORTGAGE,7.0,PERSONAL,B,3500,11.49,0,0.1,N,3,20-29
85000,RENT,5.0,EDUCATION,B,3000,10.99,0,0.04,N,2,20-29
85000,RENT,5.0,VENTURE,A,3000,7.49,0,0.04,N,3,20-29
89523,RENT,8.0,PERSONAL,B,3000,10.25,0,0.03,N,3,20-29
35000,OWN,2.0,VENTURE,A,5500,5.42,0,0.16,N,2,20-29
90000,RENT,5.0,MEDICAL,B,3000,,0,0.03,N,4,20-29
35000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,10000,11.99,0,0.29,N,4,20-29
35000,MORTGAGE,6.0,PERSONAL,A,5000,5.99,0,0.14,N,4,20-29
100000,RENT,3.0,DEBTCONSOLIDATION,C,3000,13.57,0,0.03,N,3,20-29
29000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,9000,,1,0.31,N,4,20-29
100000,RENT,0.0,HOMEIMPROVEMENT,B,3000,9.76,0,0.03,N,3,20-29
103000,RENT,4.0,PERSONAL,A,3000,7.88,0,0.03,N,4,20-29
110000,RENT,8.0,VENTURE,A,3000,7.88,0,0.03,N,2,20-29
35000,OWN,5.0,EDUCATION,A,4000,7.29,0,0.11,N,2,20-29
110000,RENT,6.0,EDUCATION,C,3000,14.22,0,0.03,N,3,20-29
115154,RENT,8.0,HOMEIMPROVEMENT,C,3000,14.27,0,0.03,N,2,20-29
